"lrp","spearman_corr","p_value","adjusted_p_value","CI_lower","CI_upper","Tot_sample_size","file"
"LIPC_LRP1",0.0604395604395604,0.76411796345378,0.988962298115151,-0.328124451811765,0.429617077375956,27,"babacic_2023_nat_comms_matrix copy.csv"
"LPL_LRP1",0.0197802197802198,0.951676825142244,1,-0.516774795568164,0.544108373259216,14,"babacic_2023_nat_comms_matrix copy.csv"
"LPL_LRP2",0.393406593406593,0.165148135976131,0.41757284202994,-0.187995441885897,0.758062626462445,14,"babacic_2023_nat_comms_matrix copy.csv"
"LTBP1_ITGB5",0.0482295482295482,0.811035540528257,1,-0.338800147588907,0.419772210353144,27,"babacic_2023_nat_comms_matrix copy.csv"
"LTF_LRP1",0.0231990231990232,0.909096619514312,1,-0.36037684227109,0.399314415515699,27,"babacic_2023_nat_comms_matrix copy.csv"
"MBL2_CD93",-0.133699633699634,0.504516965995927,0.794660422630947,-0.486915868708903,0.261895283149567,27,"babacic_2023_nat_comms_matrix copy.csv"
"MMP1_ITGA2",0.15995115995116,0.423774844647088,0.710199226355626,-0.23720972046047,0.50674218797661,27,"babacic_2023_nat_comms_matrix copy.csv"
"MMP7_CD151",0.327472527472527,0.252961030208455,0.539003507938267,-0.257614756548073,0.725116301377218,14,"babacic_2023_nat_comms_matrix copy.csv"
"MMP7_CD44",-0.147252747252747,0.615811916244492,0.881195088136877,-0.625274384531627,0.420487281887201,14,"babacic_2023_nat_comms_matrix copy.csv"
"NCAM1_ROBO1",0.499389499389499,0.00873498688404135,0.0556451016316708,0.137928080723133,0.734746271522852,27,"babacic_2023_nat_comms_matrix copy.csv"
"RNASE2_TLR2",-0.0681318681318681,0.820100837854584,1,-0.576075234855606,0.481806496533099,14,"babacic_2023_nat_comms_matrix copy.csv"
"SEMA6D_KDR",0.0461538461538462,0.879545024083646,1,-0.497922421591516,0.561733927260101,14,"babacic_2023_nat_comms_matrix copy.csv"
"SEMA7A_ITGA1",0.7002442002442,7.40033202201843e-05,0.00108791205793775,0.425375838474071,0.849509877541881,27,"babacic_2023_nat_comms_matrix copy.csv"
"SEMA7A_ITGB1",0.412698412698413,0.0333677759925431,0.148685426702524,0.0308369675155696,0.68101189270329,27,"babacic_2023_nat_comms_matrix copy.csv"
"SERPINE2_LRP1",0.0021978021978022,1,1,-0.529059443262691,0.532096156822957,14,"babacic_2023_nat_comms_matrix copy.csv"
"SPON2_ITGAM",-0.687912087912088,0.00838258399254918,0.0537986733850171,-0.887169759756483,-0.222772789101452,14,"babacic_2023_nat_comms_matrix copy.csv"
"SPON2_ITGB2",-0.525274725274725,0.0567106384811297,0.206401314868336,-0.819188468413419,0.0275505002115064,14,"babacic_2023_nat_comms_matrix copy.csv"
"B2M_LILRB1",-0.333333333333333,0.089740360453828,0.281666824782088,-0.629289723218989,0.0598410559792955,27,"babacic_2023_nat_comms_matrix copy.csv"
"C1QA_CR1",-0.304029304029304,0.123166217328159,0.346153421249075,-0.60953591447405,0.0917109319636143,27,"babacic_2023_nat_comms_matrix copy.csv"
"C1QA_CSPG4",-0.0641025641025641,0.750194471990762,0.979167638769454,-0.43255362440179,0.324902158648488,27,"babacic_2023_nat_comms_matrix copy.csv"
"C1QB_LRP1",0.227716727716728,0.252162012483876,0.538780945928282,-0.170979169700783,0.556312349722645,27,"babacic_2023_nat_comms_matrix copy.csv"
"CD55_ADGRE5",-0.047008547008547,0.815766121932881,1,-0.418782919323319,0.339862234178342,27,"babacic_2023_nat_comms_matrix copy.csv"
"CNTN1_NOTCH1",0.598290598290598,0.00121974537044577,0.011279365791219,0.271885724181342,0.792846869437663,27,"babacic_2023_nat_comms_matrix copy.csv"
"CNTN1_NOTCH2",0.126984126984127,0.52634529817163,0.815598119689372,-0.268126987500758,0.481785816235696,27,"babacic_2023_nat_comms_matrix copy.csv"
"COL5A1_ITGA1",0.381562881562882,0.0504035090123053,0.194586892539819,-0.00552609380709279,0.661021562498746,27,"babacic_2023_nat_comms_matrix copy.csv"
"COL6A1_ITGA1",0.636141636141636,0.000484477436514257,0.00507587479338422,0.32690254894152,0.814248418119031,27,"babacic_2023_nat_comms_matrix copy.csv"
"COL6A1_ITGA2",0.678266178266178,0.00014861273543778,0.00195125118284719,0.390827558869155,0.837555753014873,27,"babacic_2023_nat_comms_matrix copy.csv"
"COL6A2_ITGA1",0.707570207570207,5.78286463847596e-05,0.000888082783765951,0.437081972665713,0.853463909756672,27,"babacic_2023_nat_comms_matrix copy.csv"
"COL6A2_ITGA2",0.556166056166056,0.00302109299814118,0.0233017038421651,0.213173410647138,0.76849667059806,27,"babacic_2023_nat_comms_matrix copy.csv"
"COMP_CD36",0.485347985347985,0.0110850799356607,0.0665535018153284,0.119966564221595,0.726227948860583,27,"babacic_2023_nat_comms_matrix copy.csv"
"COMP_ITGB3",0.296703296703297,0.324652305696781,0.613628533844465,-0.315153435128892,0.722728225687431,13,"babacic_2023_nat_comms_matrix copy.csv"
"DSC1_DSG1",0.66971916971917,0.000191796605603269,0.00242566295321781,0.377617962571329,0.832869170130149,27,"babacic_2023_nat_comms_matrix copy.csv"
"DSC1_DSG2",0.294261294261294,0.13614640494104,0.365881964449199,-0.102152122418375,0.602869094201623,27,"babacic_2023_nat_comms_matrix copy.csv"
"DSC2_DSG1",0.191697191697192,0.336569048017768,0.627872844458308,-0.206644814692984,0.530246494299892,27,"babacic_2023_nat_comms_matrix copy.csv"
"DSC2_DSG2",0.6996336996337,7.55148937692809e-05,0.0011007255701963,0.424404670898116,0.849179687469116,27,"babacic_2023_nat_comms_matrix copy.csv"
"F11_GP1BA",0.468864468864469,0.0145012860560157,0.0808623554414122,0.0991939728674426,0.716138704003942,27,"babacic_2023_nat_comms_matrix copy.csv"
"F12_CD93",0.0903540903540904,0.652908065231595,0.913752540438034,-0.301539633934513,0.45337438190854,27,"babacic_2023_nat_comms_matrix copy.csv"
"F12_GP1BA",-0.0811965811965812,0.686304843205266,0.930216178339683,-0.446155695303517,0.309743546575765,27,"babacic_2023_nat_comms_matrix copy.csv"
"FGG_ITGA5",-0.181318681318681,0.553621558251875,0.833686220782995,-0.661561833682506,0.416957941464299,13,"babacic_2023_nat_comms_matrix copy.csv"
"FGG_ITGB1",0.068986568986569,0.731750837258156,0.963714732070466,-0.320591579766171,0.436456981776303,27,"babacic_2023_nat_comms_matrix copy.csv"
"FGG_ITGB2",0.125763125763126,0.530362992568677,0.818138427998318,-0.269256438225565,0.480850496589506,27,"babacic_2023_nat_comms_matrix copy.csv"
"GNAI2_F2R",0.175824175824176,0.566023611331862,0.839867631123812,-0.421447358223254,0.658487990218728,13,"babacic_2023_nat_comms_matrix copy.csv"
"LAMC1_ITGA2",0.0787545787545788,0.695313690918706,0.936522747361138,-0.311921386995776,0.444222732049644,27,"babacic_2023_nat_comms_matrix copy.csv"
"LAMC1_ITGA6",-0.145909645909646,0.466031480849736,0.753359160772129,-0.496182143741779,0.2504786122233,27,"babacic_2023_nat_comms_matrix copy.csv"
"LAMC1_ITGA7",0.120879120879121,0.681768230694678,0.928193826263183,-0.441528205196815,0.609279866460349,14,"babacic_2023_nat_comms_matrix copy.csv"
"LAMC1_ITGB1",0.0592185592185592,0.768775615416278,0.991224931421288,-0.329196531279811,0.428636501594179,27,"babacic_2023_nat_comms_matrix copy.csv"
"LPA_ITGAM",0.299145299145299,0.129536000659853,0.357054360793184,-0.096942720758985,0.606207709641825,27,"babacic_2023_nat_comms_matrix copy.csv"
"LPA_ITGB2",0.378510378510378,0.0523915580870992,0.198487841211037,-0.00903499911261491,0.659041179332678,27,"babacic_2023_nat_comms_matrix copy.csv"
"LRRC4B_PTPRF",0.142857142857143,0.626627046051523,0.890007034854351,-0.424037836138313,0.622635628507722,14,"babacic_2023_nat_comms_matrix copy.csv"
"NECTIN2_CD226",0.0285714285714286,0.927565750411485,1,-0.510548281320045,0.550035131089862,14,"babacic_2023_nat_comms_matrix copy.csv"
"PODXL_SELL",0.435286935286935,0.0242140922692845,0.117983679045805,0.0578894832819833,0.695280665398377,27,"babacic_2023_nat_comms_matrix copy.csv"
"SEMA3G_NRP2",-0.0103785103785104,0.95993553555727,1,-0.388689405093405,0.371271150337627,27,"babacic_2023_nat_comms_matrix copy.csv"
"SEMA4A_PLXNB1",0.0866910866910867,0.666191605589364,0.918884973226709,-0.304828236080714,0.450492558922701,27,"babacic_2023_nat_comms_matrix copy.csv"
"SEMA4A_PLXNB2",-0.147741147741148,0.460396317122194,0.750598735023862,-0.497565342480622,0.248756417353976,27,"babacic_2023_nat_comms_matrix copy.csv"
"SERPINC1_LRP1",-0.0677655677655678,0.736348333565156,0.968339278627238,-0.435482428385115,0.321670749486826,27,"babacic_2023_nat_comms_matrix copy.csv"
"SFTPD_SIRPA",-0.164835164835165,0.573323360987644,0.842834342648503,-0.635723970704098,0.406105172602057,14,"babacic_2023_nat_comms_matrix copy.csv"
"TFPI_LRP1",-0.205738705738706,0.301809255632615,0.593270765357827,-0.540482565712163,0.192868590921059,27,"babacic_2023_nat_comms_matrix copy.csv"
"TFPI_SDC4",0.0818070818070818,0.68405921347967,0.928193826263183,-0.309198439588344,0.446638409262443,27,"babacic_2023_nat_comms_matrix copy.csv"
"ANG_EGFR",-0.0335775335775336,0.868191173605928,1,-0.407842417402,0.351480150687122,27,"babacic_2023_nat_comms_matrix copy.csv"
"ANGPTL4_TIE1",-0.0598290598290598,0.766445781039242,0.988962298115151,-0.42912689759954,0.328660617452267,27,"babacic_2023_nat_comms_matrix copy.csv"
"APOA1_LDLR",-0.32967032967033,0.0934891163780744,0.290059290263485,-0.626840461262465,0.0638703816549597,27,"babacic_2023_nat_comms_matrix copy.csv"
"APOA1_LRP1",0.156898656898657,0.432774164587601,0.718009946233375,-0.240107110431435,0.50445519685164,27,"babacic_2023_nat_comms_matrix copy.csv"
"APOA1_LRP2",0.692307692307692,0.00784977366843351,0.0511649582457473,0.230573847511191,0.888908097632167,14,"babacic_2023_nat_comms_matrix copy.csv"
"APOC3_TLR2",0.191208791208791,0.512091764574595,0.801453899061242,-0.383975227030762,0.651090144527385,14,"babacic_2023_nat_comms_matrix copy.csv"
"CD177_PECAM1",-0.384615384615385,0.175452601385176,0.431112106260719,-0.753767882509725,0.197643597501369,14,"babacic_2023_nat_comms_matrix copy.csv"
"CD40LG_ITGAM",0.0989010989010989,0.738503081250951,0.968898016591637,-0.45859432109235,0.595646870223015,14,"babacic_2023_nat_comms_matrix copy.csv"
"CD40LG_ITGB2",0.0549450549450549,0.855675102870577,1,-0.491521240088397,0.56750751122934,14,"babacic_2023_nat_comms_matrix copy.csv"
"CD55_CR1",0.0225885225885226,0.911511054096616,1,-0.360898006623017,0.398810739272439,27,"babacic_2023_nat_comms_matrix copy.csv"
"COL4A2_ITGB1",0.61050061050061,0.00091681901702118,0.0087123133109195,0.289392084458253,0.799799143078487,27,"babacic_2023_nat_comms_matrix copy.csv"
"DSC3_DSG1",0.503663003663004,0.00810946027240676,0.052240717859699,0.143444169789369,0.737325058020066,27,"babacic_2023_nat_comms_matrix copy.csv"
"F10_ITGAM",0.0207570207570208,0.918758960416946,1,-0.362460060650352,0.39729835052802,27,"babacic_2023_nat_comms_matrix copy.csv"
"GC_LRP2",0.116483516483516,0.692995905689233,0.935598867963485,-0.444974808548308,0.606575768196317,14,"babacic_2023_nat_comms_matrix copy.csv"
"HSP90AA1_EGFR",-0.431013431013431,0.02576564501374,0.123790249786684,-0.692595990060166,-0.0527270306412366,27,"babacic_2023_nat_comms_matrix copy.csv"
"HSP90B1_LRP1",0.500610500610501,0.00855223949322866,0.0546834644176703,0.139501727909855,0.735483718710452,27,"babacic_2023_nat_comms_matrix copy.csv"
"LAMB2_ITGB1",-0.461538461538462,0.0162802373551635,0.087506275784004,-0.711623154640774,-0.0900679591380229,27,"babacic_2023_nat_comms_matrix copy.csv"
"LEP_LRP2",-0.120879120879121,0.681768230694678,0.928193826263183,-0.609279866460349,0.441528205196816,14,"babacic_2023_nat_comms_matrix copy.csv"
"LGALS1_ITGB1",-0.10989010989011,0.583906386219453,0.853287157431996,-0.468618321519605,0.28383993856728,27,"babacic_2023_nat_comms_matrix copy.csv"
"LTF_LRP11",-0.27032967032967,0.349143388060547,0.636825691902589,-0.695108760578364,0.313235799022327,14,"babacic_2023_nat_comms_matrix copy.csv"
"MMP1_CD44",-0.0824175824175824,0.681816250785078,0.928193826263183,-0.447120912796692,0.308653073432043,27,"babacic_2023_nat_comms_matrix copy.csv"
"NECTIN3_PVR",0.0659340659340659,0.834785888052903,1,-0.505385212889675,0.593516542270299,13,"babacic_2023_nat_comms_matrix copy.csv"
"PCSK9_LDLR",-0.203296703296703,0.307684243661894,0.601382839884611,-0.538709311469637,0.195276011581839,27,"babacic_2023_nat_comms_matrix copy.csv"
"PDAP1_PDGFRB",-0.172161172161172,0.388840850855575,0.674880185137829,-0.515842484241489,0.22554792675717,27,"babacic_2023_nat_comms_matrix copy.csv"
"PVR_CD226",0.0183150183150183,0.928432783108162,1,-0.36453944862956,0.395278652305569,27,"babacic_2023_nat_comms_matrix copy.csv"
"SPINT1_ST14",0.244810744810745,0.217534254054159,0.49166743360467,-0.153671589517905,0.568465830128493,27,"babacic_2023_nat_comms_matrix copy.csv"
"VIM_CD44",-0.197191697191697,0.322685482399235,0.612175318482633,-0.534263433843738,0.201273222592933,27,"babacic_2023_nat_comms_matrix copy.csv"
"ADAM10_AXL",-0.417582417582418,0.0311817812461133,0.141510986130119,-0.684113488010372,-0.0366374352226312,27,"babacic_2023_nat_comms_matrix copy.csv"
"ANXA2_ROBO4",0.496947496947497,0.00911039771018902,0.0571893578887778,0.134786473790742,0.733269810905545,27,"babacic_2023_nat_comms_matrix copy.csv"
"APOA2_LDLR",-0.200854700854701,0.313630979209457,0.602758680498592,-0.536933148959396,0.197678546133511,27,"babacic_2023_nat_comms_matrix copy.csv"
"APOA2_LRP1",0.172161172161172,0.388840850855574,0.674880185137829,-0.225547926757169,0.515842484241489,27,"babacic_2023_nat_comms_matrix copy.csv"
"APOA2_LRP2",0.564835164835165,0.0383545838081153,0.162900704988887,0.0272229068032089,0.836419044511179,14,"babacic_2023_nat_comms_matrix copy.csv"
"APOA4_LDLR",-0.255189255189255,0.198181195748043,0.465036366557481,-0.575778323917381,0.143040006278665,27,"babacic_2023_nat_comms_matrix copy.csv"
"APOA4_LRP1",-0.0488400488400488,0.808672709796337,1,-0.420266526718717,0.33826873233061,27,"babacic_2023_nat_comms_matrix copy.csv"
"APOA4_LRP2",0.683516483516484,0.0089426591987689,0.0565491684628034,0.215034473227154,0.885426568688082,14,"babacic_2023_nat_comms_matrix copy.csv"
"BSG_SELE",0.630769230769231,0.018165559476338,0.0964344515410537,0.126794780179973,0.864119376730269,14,"babacic_2023_nat_comms_matrix copy.csv"
"CCN2_ITGAM",0.0659340659340659,0.743261481936681,0.973655558972651,-0.323287596296178,0.434018992075051,27,"babacic_2023_nat_comms_matrix copy.csv"
"CCN2_ITGB2",0.0647130647130647,0.747881301596474,0.978217367867632,-0.32436422468878,0.433042295159762,27,"babacic_2023_nat_comms_matrix copy.csv"
"CCN2_LRP1",-0.368742368742369,0.059175461575658,0.210728351780811,-0.652678894846194,0.0201976509632402,27,"babacic_2023_nat_comms_matrix copy.csv"
"COL12A1_ITGB1",0.188644688644689,0.344438196848845,0.636825691902589,-0.209618502398251,0.52800841784763,27,"babacic_2023_nat_comms_matrix copy.csv"
"COL15A1_ITGB1",0.235042735042735,0.236898123950587,0.517744311556555,-0.163592316258035,0.561537780947509,27,"babacic_2023_nat_comms_matrix copy.csv"
"CTSG_F2R",-0.483516483516484,0.0970370758315922,0.298042447197033,-0.810062949975529,0.11190727510726,13,"babacic_2023_nat_comms_matrix copy.csv"
"HPX_LRP1",0.144688644688645,0.469808483474856,0.757873994777807,-0.251625330219742,0.495259038381941,27,"babacic_2023_nat_comms_matrix copy.csv"
"JAM3_ITGB2",0.257142857142857,0.373973221123601,0.658431682674497,-0.325507387695375,0.687978707067859,14,"babacic_2023_nat_comms_matrix copy.csv"
"LAMA3_DAG1",0.274725274725275,0.341083289321238,0.633545634592365,-0.309099979773844,0.697467881177866,14,"babacic_2023_nat_comms_matrix copy.csv"
"LAMA3_ITGB1",0.753846153846154,0.00274900643775994,0.0213949822305298,0.346850795317362,0.912750383677598,14,"babacic_2023_nat_comms_matrix copy.csv"
"LRRC4B_PTPRS",0.608791208791209,0.0236548803059208,0.117808713160913,0.0923680160199444,0.85502197246787,14,"babacic_2023_nat_comms_matrix copy.csv"
"LUM_ITGB1",0.78021978021978,3.89928159964014e-06,7.21157457137747e-05,0.558638488758882,0.891872119786454,27,"babacic_2023_nat_comms_matrix copy.csv"
"LYZ_ITGAL",0.151648351648352,0.60507220358306,0.870898903901977,-0.41691889002189,0.627902521508034,14,"babacic_2023_nat_comms_matrix copy.csv"
"NCAN_CDH2",0.538461538461538,0.0610936374942775,0.214451135694199,-0.0402228146699831,0.833454873774873,13,"babacic_2023_nat_comms_matrix copy.csv"
"NUCB2_ERAP1",0.0505494505494506,0.867596308123435,1,-0.494729282514974,0.564626957971985,14,"babacic_2023_nat_comms_matrix copy.csv"
"PKM_CD44",0.0183150183150183,0.928432783108162,1,-0.36453944862956,0.395278652305569,27,"babacic_2023_nat_comms_matrix copy.csv"
"S100A4_EGFR",-0.34004884004884,0.0831683118575778,0.268249319983114,-0.633765421837611,0.0524195276380637,27,"babacic_2023_nat_comms_matrix copy.csv"
"SCGB3A1_NOTCH3",0.182417582417582,0.532151855360508,0.818695162093089,-0.391427814009081,0.64600841057655,14,"babacic_2023_nat_comms_matrix copy.csv"
"SELE_CD44",0.435897435897436,0.0239988565508671,0.117983679045805,0.0586286885290623,0.695663630541239,27,"babacic_2023_nat_comms_matrix copy.csv"
"SELE_GLG1",-0.0622710622710623,0.757146801364419,0.986585226020303,-0.431086320971183,0.326514442005492,27,"babacic_2023_nat_comms_matrix copy.csv"
"TCN2_LRP2",-0.353846153846154,0.214890520556095,0.488923278287603,-0.738501669794188,0.230509267357669,14,"babacic_2023_nat_comms_matrix copy.csv"
"THBS4_SDC1",-0.538461538461538,0.00428357708509605,0.0303199694912148,-0.758089399454606,-0.189246340420952,27,"babacic_2023_nat_comms_matrix copy.csv"
"ACTR2_LDLR",0.0775335775335775,0.69983367124891,0.939293236305407,-0.313008757593234,0.443254983747439,27,"babacic_2023_nat_comms_matrix copy.csv"
"ACTR2_LRP2",0.032967032967033,0.915531645846804,1,-0.507413590197944,0.552979023366522,14,"babacic_2023_nat_comms_matrix copy.csv"
"ANG_PLXNB2",-0.338217338217338,0.0849226620114917,0.273022390018254,-0.632546646472382,0.0544480183766856,27,"babacic_2023_nat_comms_matrix copy.csv"
"ANGPTL4_CDH11",0.11965811965812,0.550671893712372,0.833686220782995,-0.274887242675675,0.476161909774822,27,"babacic_2023_nat_comms_matrix copy.csv"
"ANGPTL4_CDH5",0.370573870573871,0.057853281931621,0.208027851862966,-0.0181122545501685,0.653874743592466,27,"babacic_2023_nat_comms_matrix copy.csv"
"ANGPTL4_SDC1",-0.247863247863248,0.211712502356109,0.48583135289769,-0.570621731279535,0.150554424391807,27,"babacic_2023_nat_comms_matrix copy.csv"
"ANXA2_TLR2",-0.221978021978022,0.444831815480673,0.733567327542433,-0.668568140773489,0.357270316211175,14,"babacic_2023_nat_comms_matrix copy.csv"
"ARPC5_LDLR",-0.258852258852259,0.191646897316993,0.454665742600315,-0.578347368685252,0.139265092177478,27,"babacic_2023_nat_comms_matrix copy.csv"
"ARPC5_LRP2",0.353846153846154,0.214890520556095,0.488923278287603,-0.230509267357669,0.738501669794188,14,"babacic_2023_nat_comms_matrix copy.csv"
"CADM1_NECTIN3",0.54945054945055,0.0552810211762194,0.204943792985235,-0.0250896268209616,0.838022832667925,13,"babacic_2023_nat_comms_matrix copy.csv"
"CLEC11A_KIT",-0.206959706959707,0.298898678540998,0.59043177214379,-0.541368104844378,0.191663043121482,27,"babacic_2023_nat_comms_matrix copy.csv"
"CNTN3_PTPRG",0.335164835164835,0.0879097555207256,0.277949962308177,-0.0578214337007319,0.630512240149801,27,"babacic_2023_nat_comms_matrix copy.csv"
"CRISP3_A1BG",0.216117216117216,0.277641406135184,0.564471889541982,-0.182582155702362,0.547986644418683,27,"babacic_2023_nat_comms_matrix copy.csv"
"HSPA8_LDLR",0.238095238095238,0.230726147263521,0.509433855318686,-0.160500920772422,0.563707588521186,27,"babacic_2023_nat_comms_matrix copy.csv"
"HSPA8_LRP2",-0.652747252747253,0.013711381946849,0.0776176262784309,-0.873085975168236,-0.162558579307592,14,"babacic_2023_nat_comms_matrix copy.csv"
